Product_Name,Price,Discount,Category
"White Chocolate & Raspberry Biscuits - With Natural Ingredients, Baked, Delicious Cookies",449,0,bakery
Golden Bites Cashew Cookies,10,0,bakery
"Jowar Puff - Chatpata Treat, Baked",39,0,bakery
"Unjunked Bhujia - Baked Not Fried, Zero Trans Fat, No Palm Oil",199,0,bakery
"Black Forest Cake Mix - Rich, Instant Dessert, For Baking",135,0,bakery
Baking Soda - All Purpose,199,0,bakery
Cashew Butter Bite Fresh Baked Cookies,150,0,bakery
"Choco Chips - Premium Quality, For Baking",120,0,bakery
"Whole Wheat Multigrain Toast - Wholesome, Crispy & Crunchy",70,0,bakery
Osmania Biscuits,160,0,bakery
"Golden Bites Rich Butter Cookies - Baked, Crispy",70,0,bakery
"Biscutey Chocolate Creme Cookies - Teatime Snack, Baked",400,0,bakery
"Herb Toast - Baked, Soft, Crispy & Crunchy",599,0,bakery
"Aromas Colour & Flavour Emulsion - Blueberry, For Preparing Bakery Items",549,0,bakery
"Whipped Topping Cream Mix - For Cake Decorations & Baking, No Added Colours",199,0,bakery
"Carbon Steel Pizza Plate - Stone Ware Finish, Non-Stick, For Baking Pizza",50,0,bakery
"HD Pro Ultra Glow Multicolor Baked Highlighter Palette - Lightweight, Smooth",240,0,bakery
"15 In 1 Baked Highlighter & Eyeshadow Palette - Highly Pigmented, Long-Lasting",260,0,bakery
"Oven Baked Granola - Dark Chocolate Crunch, 100% Natural & Gluten Free",20,0,bakery
"Corn-Puffs - Cheese Flavour, Baked, Golden Pack",350,0,bakery
Frozit Almond Pista Cookies - Baked,200,0,bakery
"Silicone Spatula With Grip Handle - Big, Premium Virgin Material,For Baking, Cooking Use, Red",225,0,bakery
"Non-Stop Thin Potato Crackers - Baked, Crunchy Masala",130,0,bakery
"Dried Cherry - Premium Quality, Antioxidants, Fibre Rich, For Baking, Snacking",676,0,bakery
"Dried Mix Berries - Antioxidant Rich Healthy Breakfast Snack, For Baking",149,0,bakery
Baked Beans In Tomato Sauce,300,0,bakery
"Plum Cake Mix - Rich, Instant Dessert, For Baking",155,0,bakery
"Aluminium Foil - For Baking, Roasting & Wrapping, 72 m",1619,0,bakery
"Bajra Chips - Himalayan Salt n Pepper, Baked",249,0,bakery
"Pitted Prunes - Fibre,Vitamins Rich, For Baking, Snacks",418,0,bakery
"Black Forest Cake Mix - Eggless, Instant Dessert, For Baking",403,0,bakery
Half Baked Brownies & Cookie Dough Ice Cream,449,0,bakery
"Milk Chocolate Bar - Smooth & Rich, For Snacking, Desserts, Baking Use",179,0,bakery
"Cow Ghee - Aromatic, Flavourful, Granular Cooking Medium, For Tempering, Frying, Baking, Grilling",10,0,bakery
"Natural Baking Soda Deep Cleansing Face Wash - Deep Pore Cleanser, Helps Clear Acne, Pimples & Blackheads",215,0,bakery
"White Chocolate & Raspberry Biscuits - With Natural Ingredients, Baked, Delicious Cookies",549,0,bakery
Deliwrap Baking & Cooking Parchment Paper - 10 m,39,0,bakery
Golden Bites Cashew Cookies,445,0,bakery
Baked Gud Papdi With Sesame - Ghee Jaggery Chips,199,0,bakery
"Borosilicate Glass Baking Dish - Square, Microwave Oven Safe",650,0,bakery
"Jowar Puff - Chatpata Treat, Baked",729,0,bakery
Eco bake uniwrap Baking and cooking Paper,399,0,bakery
"Unjunked Bhujia - Baked Not Fried, Zero Trans Fat, No Palm Oil",516,0,bakery
Baking Powder - Aluminium Free,675,0,bakery
"Rectangular Glass Baking Microwave Safe & Oven Safe Dish - Borosilicate Glass, Transparent",525,0,bakery
"N&D Pumpkin Dog Dry Food For Adult - Lamb & Blueberry, Grain Free, Medium & Maxi Breed",10690,25,branded foods
Dried Blueberries,425,20,branded foods
"Jaggery Millet Cookies - Jowar & Almonds, No Preservatives & Additives",230,15,branded foods
Dried Cranberries,149,20,branded foods
"Gulkand With Dry Fruits - Delicious, Nutritious, Natural Cooling Property",337,0,branded foods
"Jaggery Millet Cookies - Multigrain, No Maida, No Preservatives & Additives",199,12,branded foods
Kashmiri Rogan Josh Instant Liquid Masala - Ready To Cook Indian Curry Cooking Paste,176,0,branded foods
"Dry Fruits & Seeds Powder - Nutrient Booster, Gluten Free, For Kids",320,0,branded foods
"Jaggery Millet Cookies - Dry Fruits & Seeds, No Preservatives & Additives",230,24,branded foods
Sweet Red Chilli Jam/Chutney - No Garlic/Onion,210,11,branded foods
"Jaggery Millet Cookies - Foxtail & Almonds, No Preservatives & Additives",230,0,branded foods
"Keto Jeera Cookies - No Added Sugar, High Protein, Low Carb Healthy Snack",199,0,branded foods
Plant Based Chicken Nuggets - Zero Cholesterol,135,0,branded foods
Andhra Khara Chutney Powder,60,0,branded foods
Liquid Detergent Advance Care - Blooming Garden,750,0,branded foods
Laal Maas Instant Liquid Masala - Mutton Cooking Paste,352,0,branded foods
"Dry Dates Powder - Iron Rich Natural Sweetener, Organic, Preservatives Free",310,0,branded foods
Athana Mirchi Green - Marwari Stuffed Chilli Pickle,187,0,branded foods
Dry Mango - Salt & Spices,50,0,branded foods
Chips - Keralas Jaggery Banana (Sarkara Varatti),120,0,branded foods
Diet Soya Sticks - Crunchy & Light,175,0,branded foods
Durum Wheat Pasta - Fusilli,79,0,branded foods
Ragi Mixture,165,0,branded foods
Ompudi - Salt & Spices,55,0,branded foods
Low Carb High Protein Flour,499,0,branded foods
"Purifying Shampoo - With Tea Tree & Lavender Water, Sulfate & Paraben Free",789,0,branded foods
Cashews - Black Pepper Flavour,209,0,branded foods
Maize Flour,55,0,branded foods
Ragi Flour,55,0,branded foods
Roasted Garam Masala,99,0,branded foods
"Wellness Treats Tinodrak, Gingerin, GingBerry & Co-Zing, Combo Candy Pack",200,0,branded foods
Turmeric/Haldi Jaggery Powder - Latte/Milk Sweetener,325,0,branded foods
"N&D Prime Cat Dry Food For Adult - Chicken & Pomegranate, Grain Free",5590,0,branded foods
"N&D Pumpkin Dog Dry Food For Puppy - Chicken & Pomegranate, Grain Free, Medium & Maxi Breed",9590,0,branded foods
"N&D Quinoa Dog Dry Food Adult For Weight Management - Grain Free With Lamb, Broccoli & Asparagus, All Breeds",8290,0,branded foods
"N&D Quinoa Cat Dry Food - Skin & Coat, Grain Free, Quail, Coconut & Turmeric, Adult",2250,0,branded foods
"N&D Pumpkin Dog Dry Food For Adult - Lamb & Blueberry, Grain Free, Medium & Maxi Breed",10690,25,branded foods
Dried Blueberries,425,20,branded foods
"Jaggery Millet Cookies - Jowar & Almonds, No Preservatives & Additives",230,15,branded foods
Dried Cranberries,149,20,branded foods
"Gulkand With Dry Fruits - Delicious, Nutritious, Natural Cooling Property",337,0,branded foods
"Jaggery Millet Cookies - Multigrain, No Maida, No Preservatives & Additives",199,12,branded foods
Kashmiri Rogan Josh Instant Liquid Masala - Ready To Cook Indian Curry Cooking Paste,176,0,branded foods
"Dry Fruits & Seeds Powder - Nutrient Booster, Gluten Free, For Kids",320,0,branded foods
"Jaggery Millet Cookies - Dry Fruits & Seeds, No Preservatives & Additives",230,24,branded foods
Sweet Red Chilli Jam/Chutney - No Garlic/Onion,210,11,branded foods
"Jaggery Millet Cookies - Foxtail & Almonds, No Preservatives & Additives",230,0,branded foods
"Keto Jeera Cookies - No Added Sugar, High Protein, Low Carb Healthy Snack",199,0,branded foods
Plant Based Chicken Nuggets - Zero Cholesterol,135,0,branded foods
Andhra Khara Chutney Powder,60,0,branded foods
Liquid Detergent Advance Care - Blooming Garden,750,0,branded foods
Laal Maas Instant Liquid Masala - Mutton Cooking Paste,352,28,branded foods
"Dry Dates Powder - Iron Rich Natural Sweetener, Organic, Preservatives Free",310,10,branded foods
Athana Mirchi Green - Marwari Stuffed Chilli Pickle,187,47,branded foods
Dry Mango - Salt & Spices,50,40,branded foods
Chips - Keralas Jaggery Banana (Sarkara Varatti),120,26,branded foods
Diet Soya Sticks - Crunchy & Light,175,53,branded foods
Durum Wheat Pasta - Fusilli,79,40,branded foods
Ragi Mixture,165,0,branded foods
Ompudi - Salt & Spices,55,0,branded foods
Low Carb High Protein Flour,499,0,branded foods
"Purifying Shampoo - With Tea Tree & Lavender Water, Sulfate & Paraben Free",789,0,branded foods
Cashews - Black Pepper Flavour,209,0,branded foods
Maize Flour,55,0,branded foods
Ragi Flour,55,0,branded foods
Roasted Garam Masala,99,0,branded foods
"Wellness Treats Tinodrak, Gingerin, GingBerry & Co-Zing, Combo Candy Pack",200,0,branded foods
Turmeric/Haldi Jaggery Powder - Latte/Milk Sweetener,325,0,branded foods
"N&D Prime Cat Dry Food For Adult - Chicken & Pomegranate, Grain Free",5590,0,branded foods
"N&D Pumpkin Dog Dry Food For Puppy - Chicken & Pomegranate, Grain Free, Medium & Maxi Breed",9590,0,branded foods
"N&D Quinoa Dog Dry Food Adult For Weight Management - Grain Free With Lamb, Broccoli & Asparagus, All Breeds",8290,0,branded foods
"N&D Quinoa Cat Dry Food - Skin & Coat, Grain Free, Quail, Coconut & Turmeric, Adult",2250,0,branded foods
"Millet Pancake Instant Breakfast Mix - Dates & Nuts, No Maida",5890,0,branded foods
Dark Soya Sauce - Enhances Taste,499,0,branded foods
"Millet Pancake Instant Breakfast Mix - Chocolate, No Maida",522,0,branded foods
Ginger Jaggery Powder - Healthy Sweetener For Chai,136,0,branded foods
"N&D Ancestral Grain Dog Dry Food For Puppy - Chicken & Pomegranate, Mini Breed",399,0,branded foods
Organic Millet Mix With Sesame Seeds - No Chemical & Sugar,199,0,branded foods
"Groundnut Oil - Organic, Cold-pressed",500,0,branded foods
Black Pepper Powder,50,0,branded foods
Organic Forest Honey,64,0,branded foods
Dark Chocolate Peanut Butter,155,0,branded foods
"Advance Care Liquid Detergent - 2X Active Power Of Bio-Enzymes, Stain Buster, Everlasting Bloom",399,0,branded foods
Premium California Almonds,3190,0,branded foods
Rice Flour,159,0,branded foods
Mini Kodubale - Crunchy & Tasty,269,0,branded foods
"Dry Dates Powder - Natural Sweetener, Rich In Iron, Energy Booster, No Additives",100,0,branded foods
"N&D Quinoa For Skin & Coat Dog Dry Food Adult - Grain Free, Quail, Coconut & Turmeric, All Breeds",88,0,branded foods
"Mixed Seeds - Pumpkin, Chia, Sunflower, Flax, Watermelon",54,0,branded foods
"100% Organic Oats, Beetroot Porridge Mix",40,0,branded foods
"Premium Seviyan/ Roasted Vermicelli - Long Cut, Carbohydrate Rich",2395,0,branded foods
Vegetable Upma Ready Mix,75,0,branded foods
Besan Flour,5590,0,branded foods
Chakki Fresh Atta,2250,0,branded foods
"N&D Ocean Cat Dry Food - Herring & Orange, Grain Free, Adult",299,0,branded foods
Brown Raw Sugar Khandsari,2250,0,branded foods
"N&D Quinoa Cat Dry Food - Digestion, Grain Free, Lamb, Fennel & Mint, Adult",220,0,branded foods
N&D Ancestral Grain Dog Dry Food For Starter Puppy - Chicken & Pomegranate,249,0,branded foods
"Keto Murukku - Low Carb, High Protein & Fibre Healthy Snack",199,0,branded foods
"N&D Prime Cat Dry Food - Chicken & Pomegranate, Grain Free, Adult",8690,0,branded foods
Jumbo White Oats - Harvest Crunch,215,0,branded foods
100% Organic Oats Porridge Mix,175,0,branded foods
Organic Jaggery Powder,82,0,branded foods
"N&D Ancestral Grain Dog Dry Food â€“ Chicken & Pomegranate, Selection, Adult- Medium & Maxi Breed",355,0,branded foods
Baked Gud Papdi With Sesame - Ghee Jaggery Chips,1298,0,branded foods
"Zahidi Dates - High Fibre, Healthy Snack",349,0,branded foods
Deeply Nourishing Baby Wash,327,18,baby care
Sebamed Baby Shampoo |Ph 5.5| Camomile|Natural moisturisers|No tears formula|For delicate scalp,1250,100,baby care
Gentle Cleansing Baby Shampoo,898,49,baby care
"Natural Baby Soap - Shea Butter, Calendula & Oatmeal, pH 5.5, Cleans & Soothes Skin",76,17,baby care
Baby Soap,327,30,baby care
Blossoms Baby Soap,68,0,baby care
"Baby Shampoo Gentle Cleansing +Body Wash Deeply Nourishing,0-5 years(200ml each)",368,0,baby care
Facial Cream,851,30,baby care
Baby Powder,666,15,baby care
Berry Blast Toothpaste For Kids,268,20,baby care
Extra Clean Wipes - Anti-Bacterial & Fragrant,476,22,baby care
Baby Powder - No added Talc & Asbestos,600,0,baby care
Natural Baby Wash,225,15,baby care
"Baby Wet Wipes with Vitamin E & Aloe Vera, 72 Wipes/Pack (Pack of 2) | Alcohol Free | Paraben Free",250,0,baby care
Deeply Nourishing Baby Wash 400 ml + Moisturizing Daily Lotion For Babies 400 ml,701,0,baby care
Moisturising Baby Lotion With Fruit Extracts,99,0,baby care
Baby Oil - Non - Sticky Massage Oil With No Harmful Chemicals,403,0,baby care
"Baby Moments Massage Oil - For Moisturised Skin & Nourished Scalp, 0+ Months",139,0,baby care
"Pure Water Baby Wipes - Ultra Thick, Soft, Paraben Free",299,0,baby care
"Organic Baby Head-to-Toe - As Body Wash & Shampoo, Tear Free, Pediatrician Certified, Hypoallergenic",900,17,baby care
"Organic Baby Head-to-Toe Foam Wash - Acts As Body Wash & Shampoo, Tear-Free, Derma Tested",900,40,baby care
All We Know Baby Powder/Talc,379,10,baby care
"Baby Wet Wipes - With Aloe Vera & Chamomile Extract, Paraben Free",297,5,baby care
"New Born Combo - Head To Toe Baby Wash & Nourishing Shampoo, 0-5 Years",325,0,baby care
"New Born Combo - Daily Lotion & Baby Powder, Nourishes, Soothes Skin",305,0,baby care
Baby Moments - No-tears Bath Foam,449,0,baby care
SunScreen - SPF 30+,325,0,baby care
"Baby Wet Wipes - Grape Fruit Extract, For Newborn Babies, pH Balanced, Rash Free Finish",139,0,baby care
"Plant Powered Natural Baby Soap - Gently Cleanses & Soothes Skin, 0+ Months",299,0,baby care
Baby Powder - Fresh Feel,288,0,baby care
Natural Baby Lotion,235,0,baby care
"Moisturising Baby Face Cream - Natural Ingredients Avocado, Argan Oil, For Soft & Nourished Skin",320,0,baby care
Baby Ayurvedic Body Lotion - Nourishing,399,0,baby care
Everyday Orange & Mandarin Face & Body Lotion For Babies - Deep Moisturising & Fast Absorbing,119,0,baby care
"Baby Wipes - Organic Coconut Oil & Neem, Safe For Baby's Skin",895,0,baby care
"Creme Cleansing Baby Bar - pH 5.5, With Aloe Vera & Coconut, Paraben Free",190,0,baby care
"Baby Massage Oil - REG, BT",190,0,baby care
Tear-Free Natural Baby Wash,699,0,baby care
Tear-Free Natural Baby Shampoo,699,0,baby care
"Pure Water Baby Wipes - Soft, Non-Toxic, Biodegradable, For All Skin Types",499,0,baby care
Lal Tail,57,0,baby care
Deeply Nourishing Baby Wash,327,18,baby care
Sebamed Baby Shampoo |Ph 5.5| Camomile|Natural moisturisers|No tears formula|For delicate scalp,1250,100,baby care
Gentle Cleansing Baby Shampoo,898,49,baby care
"Natural Baby Soap - Shea Butter, Calendula & Oatmeal, pH 5.5, Cleans & Soothes Skin",76,17,baby care
Baby Soap,327,30,baby care
Blossoms Baby Soap,68,0,baby care
"Baby Shampoo Gentle Cleansing +Body Wash Deeply Nourishing,0-5 years(200ml each)",368,0,baby care
Facial Cream,851,30,baby care
Baby Powder,666,15,baby care
Berry Blast Toothpaste For Kids,268,20,baby care
Extra Clean Wipes - Anti-Bacterial & Fragrant,476,22,baby care
Baby Powder - No added Talc & Asbestos,600,0,baby care
Natural Baby Wash,225,15,baby care
"Baby Wet Wipes with Vitamin E & Aloe Vera, 72 Wipes/Pack (Pack of 2) | Alcohol Free | Paraben Free",250,0,baby care
Deeply Nourishing Baby Wash 400 ml + Moisturizing Daily Lotion For Babies 400 ml,701,0,baby care
Moisturising Baby Lotion With Fruit Extracts,99,0,baby care
Baby Oil - Non - Sticky Massage Oil With No Harmful Chemicals,403,0,baby care
"Baby Moments Massage Oil - For Moisturised Skin & Nourished Scalp, 0+ Months",139,0,baby care
"Pure Water Baby Wipes - Ultra Thick, Soft, Paraben Free",299,0,baby care
"Organic Baby Head-to-Toe - As Body Wash & Shampoo, Tear Free, Pediatrician Certified, Hypoallergenic",900,17,baby care
"Organic Baby Head-to-Toe Foam Wash - Acts As Body Wash & Shampoo, Tear-Free, Derma Tested",900,40,baby care
All We Know Baby Powder/Talc,379,10,baby care
"Baby Wet Wipes - With Aloe Vera & Chamomile Extract, Paraben Free",297,5,baby care
"New Born Combo - Head To Toe Baby Wash & Nourishing Shampoo, 0-5 Years",325,15,baby care
"New Born Combo - Daily Lotion & Baby Powder, Nourishes, Soothes Skin",305,10,baby care
Baby Moments - No-tears Bath Foam,449,14,baby care
SunScreen - SPF 30+,325,20,baby care
"Baby Wet Wipes - Grape Fruit Extract, For Newborn Babies, pH Balanced, Rash Free Finish",139,0,baby care
"Plant Powered Natural Baby Soap - Gently Cleanses & Soothes Skin, 0+ Months",299,0,baby care
Baby Powder - Fresh Feel,288,0,baby care
Natural Baby Lotion,235,0,baby care
"Moisturising Baby Face Cream - Natural Ingredients Avocado, Argan Oil, For Soft & Nourished Skin",320,0,baby care
Baby Ayurvedic Body Lotion - Nourishing,399,0,baby care
Everyday Orange & Mandarin Face & Body Lotion For Babies - Deep Moisturising & Fast Absorbing,119,0,baby care
"Baby Wipes - Organic Coconut Oil & Neem, Safe For Baby's Skin",895,0,baby care
"Creme Cleansing Baby Bar - pH 5.5, With Aloe Vera & Coconut, Paraben Free",190,0,baby care
"Baby Massage Oil - REG, BT",190,0,baby care
Tear-Free Natural Baby Wash,699,0,baby care
Tear-Free Natural Baby Shampoo,699,0,baby care
"Pure Water Baby Wipes - Soft, Non-Toxic, Biodegradable, For All Skin Types",499,0,baby care
Lal Tail,57,0,baby care
Diaper Rash Cream,99,0,baby care
"Baby Shampoo - pH Balanced, Tear-Free Formula, No Paraben, For Soft & Shiny Hair",60,0,baby care
"Baby Hair & Body Wash - pH Balanced, Tear-Free Formula, Cleanses Skin, No Paraben",403,0,baby care
"Marvel Spiderman Bathing Bar - For Boy Kids, Paraben/Sulphate Free, Dermatologically Tested",350,0,baby care
Moisturising Baby Lotion With Fruit Extracts,299,0,baby care
"Milky White Baby Toothbrush & Tongue Cleaner - Soft Bristles, Rubber Grip, 1 + Year",199,0,baby care
Baby Oil - Non - Sticky Massage Oil With No Harmful Chemicals,165,0,baby care
"Organic Teething Sticks - Multigrain, Cumin",139,0,baby care
"Instant Cereal - Wheat, Apple & Banana, No Added Sugar & Milk",185,0,baby care
"Baby Brush & Comb Set - 9959, Colour May Vary",2399,0,baby care
"Breast Pads - Ultra-slim, Lightweight, Greatest Comfort",5599,0,baby care
Furniture Corner Guard,1498,0,baby care
"Natura Flo Plastic Feeding Bottle - Wide Neck, Plain, 3+M",499,0,baby care
"Premium Soft Diaper Pants - Monthly Pack, Medium, Silky Cocoon Design, Wetness Indicator",99,0,baby care
Portable 2 Phase Breast Pump Set - Multicolour,139,0,baby care
"Wonder Pants - Small, Combo",299,0,baby care
Baby Toothbrush + Teether - For 0 To12 Months,429,0,baby care
"Marvel Kids Toothbrush - Ironman, Extra Soft Bristles, Ergonomically Designed Grip",299,0,baby care
"Baby Moments Massage Oil - For Moisturised Skin & Nourished Scalp, 0+ Months",425,0,baby care
Stand & Pee Biodegradable Urination Funnel For Women - Prevents Infection,399,0,baby care
